"","convergence","mu","x_C","x_W","C","I","AA","NT","ADP","ATP","LIP","rRNA","DNA","p","tau tC","tau FERM","tau RESP","tau ADPS","tau EAA","tau ENT","tau LIPS","tau Maint","tau RNAp","tau DNAp","tau r","v tC","v FERM","v RESP","v ADPS","v EAA","v ENT","v LIPS","v Maint","v RNAp","v DNAp","v r","p tC","p FERM","p RESP","p ADPS","p EAA","p ENT","p LIPS","p Maint","p RNAp","p DNAp","p r","f tC","f FERM","f RESP","f ADPS","f EAA","f ENT","f LIPS","f Maint","f RNAp","f DNAp","f r"
"1",4,0.858626930852905,1,0.001,7.64994878602903,7.41327409981884,21.0780272263485,10.4875879327404,2.24152233167121,18.3991018918706,44.0412263974368,55.3397902857968,8.8568737331851,164.49264623992,0.0269953195675042,0.0011481052063049,0.00378800239250887,0.0727054335972301,0.126978632829034,0.0105344375659302,0.0242726434223059,0.019996213704839,0.334213620311263,0.133685448124505,0.0783639856678605,520.224918382389,3424.37644223373,2.47181063169318e-17,17.7225958279477,200.260230746799,245.055406779342,210.083239181273,1994.49559051169,47.5162342871372,7.60475031047644,706.189079944278,14.0436379187114,3.93154442167638,9.36322458668263e-20,1.2885290141394,25.4287703102554,2.58152088291059,5.09927555365005,39.8823600612309,15.8805726846623,1.01664445313101,55.339790939553,1.78200011481132,11.7300017696043,8.46704314580983e-20,0.0607077183045341,0.685979739864414,0.83942300260007,0.719627882311059,6.83202831255003,0.162764089075873,0.026049628627015,2.41900950352824
"2",4,0.856211705195851,0.78740157480315,0.001,7.63215606292831,7.38161370126042,21.0481006082831,10.461047627315,2.23824017968853,18.3746205019733,44.1498971407506,55.2708538681754,8.83731024593873,164.606159615247,0.0276453346575513,0.00114980164994194,0.00379150377816428,0.0727563621707775,0.127094346587908,0.0105478063169996,0.0242979363038648,0.0200522879799384,0.334678074806871,0.133871229922749,0.0784330175438639,518.773769775391,3414.92685575252,5.55515683801122e-07,17.6489725932104,199.707352989588,244.000013573204,210.009215083908,1988.49281488909,47.3235520381012,7.56660847501997,704.688603049556,14.3416744770002,3.9264885331753,2.10623981396147e-09,1.28407504193374,25.3816755370124,2.57366488451544,5.10279053133346,39.8738305701943,15.8381552891345,1.01295118289482,55.2708535659467,1.78204198326478,11.7306297682788,1.90825428842375e-09,0.0606260608284178,0.686015577750223,0.838165484528806,0.72140354805148,6.83068012688257,0.162561334906398,0.0259920889586433,2.42067881787128
"3",4,0.853166303928633,0.62000124000248,0.001,7.60981654934884,7.34158526550994,21.0103897305173,10.4276406036978,2.2341718036993,18.3436629583928,44.2871933504131,55.1836531324891,8.81265818770384,164.749228018664,0.0284701603314915,0.00115193470714284,0.00379590618841456,0.0728208359222221,0.127242072763165,0.0105648430983937,0.024330208544353,0.020123518118196,0.335266626994312,0.134106650797725,0.0785205557274269,516.943826125581,3403.00924687138,3.58921418161861e-07,17.5563152268284,199.010008101013,242.671626387714,209.913005900804,1980.92573724898,47.0808333803254,7.51866301378969,702.792449718896,14.71747361217,3.92004446019915,1.36243203235514e-09,1.27846555053168,25.3224459313871,2.56378765721821,5.10722720973855,39.8631949643306,15.7846322035029,1.00830271525606,55.1836537129675,1.78209454711845,11.7314182240952,1.23733347768987e-09,0.0605230434179186,0.686060326741685,0.836577903187593,0.723646950170148,6.82897594707013,0.16230486215438,0.0259195829050113,2.42278276498036
"4",4,0.849333735415804,0.488189952757858,0.001,7.58183841379712,7.29133324469811,20.9627083270559,10.385582485674,2.22884168698466,18.3048923064351,44.4607170822086,55.0734446124135,8.7816336294332,164.929008776672,0.0295165539794527,0.00115466189841093,0.00380152875618107,0.0729025956264885,0.127429825696889,0.0105864850289527,0.0243711828329981,0.0202139698129109,0.33601324153359,0.134405296613436,0.078631545821797,514.640638025766,3388.00751256305,0,17.4399929946658,198.131651815621,241.003265539246,209.788816214986,1971.40533456329,46.7757344348765,7.45853769353954,700.398855513584,15.1904181723075,3.91200318628655,0,1.27142075701891,25.2478818559013,2.55137746255994,5.11280159629365,39.8499279218739,15.7172661525772,1.00246697100267,55.0734447008505,1.78216038319598,11.7324057229968,0,0.0603933352747643,0.686114454306465,0.834575508285844,0.726482305264846,6.82682288743782,0.161980719448275,0.0258283342042153,2.42542659965694
"5",4,0.844521975074616,0.384401537604613,0.001,7.54695677237845,7.22776678002353,20.9031218464297,10.3330310125005,2.2223768807391,18.2559230425957,44.6788520396924,54.9343970226706,8.74274352307681,165.154831680952,0.0308437926348856,0.00115806194166197,0.00380853905789668,0.0730056894610005,0.127671064394713,0.0106141748651489,0.0244237714645342,0.0203288915142264,0.336956828013163,0.134782731205265,0.0787720449238863,511.748592987989,3369.16681432518,3.43144496006181e-16,17.2943742974248,197.02882566999,238.914941788645,209.623735381264,1959.45791117053,46.3933054731188,7.38343902767963,697.384423221568,15.784267483316,3.90170386278048,1.30687921554181e-18,1.26258771938011,25.154879889728,2.53588497004156,5.11980220649399,39.8336073028784,15.6325410532678,0.995160077838207,54.9343971152279,1.7822424578353,11.7336368410123,1.19505299737886e-18,0.0602302938921603,0.686182909612274,0.832057691806819,0.730046601955758,6.82411076743569,0.161571755949031,0.0257139515384612,2.42874752471989
"6",4,0.8384986925208,0.302678376066624,0.001,7.5036438549535,7.1478915109301,20.8285409142309,10.2674499901811,2.21428143409016,18.1945428750129,44.9529040447857,54.7592432066775,8.69411391990497,165.437388894105,0.0325266849991003,0.00116233989622761,0.00381735387075994,0.0731358244991659,0.127980279176618,0.0106495475670692,0.0244910800504052,0.0204748771040781,0.338150144474336,0.135260057789734,0.078949862341943,508.127764346817,3345.57312523531,2.82170877413089e-16,17.1127724990697,195.647525044488,236.310098437287,209.405284814254,1944.51005980433,45.9155538322276,7.2900031544672,693.595171408811,16.527711730206,3.88869311920791,1.07714609110858e-18,1.25155672618611,25.0390248754079,2.51659563388669,5.1285615933638,39.8136045021373,15.5263511619869,0.986046247960579,54.759243303762,1.78234437081414,11.7351655337618,9.89762241414621e-19,0.0600259538503033,0.686266898591969,0.828897775853,0.734524575895191,6.82069904906472,0.161056597666699,0.0255709232938381,2.43290277785449
"7",4,0.830986588325477,0.23832942997372,0.001,7.45016678729647,7.04779400728851,20.7355301748325,10.1859644930053,2.20417850950478,18.1178598865971,45.2961751809501,54.5391022166724,8.63354162272198,165.789687776558,0.0346597686184895,0.00116770983115262,0.00382840988581247,0.0732998539972217,0.12837767389245,0.0106948165556224,0.0245774256594764,0.0206603356457175,0.33965779708811,0.135863118835244,0.079174704816532,503.61100209074,3316.13342273139,8.49285624194233e-17,16.8873413545962,193.923635010613,233.075931188748,209.113967098949,1925.87965945396,45.321262481367,7.17435729823174,688.845035124941,17.4550408061907,3.87228159913724,3.25141347954361e-19,1.23783965569315,24.8954651754311,2.49270432759453,5.13948298073263,39.7893201775789,15.3937201756731,0.974730558176161,54.5391023203508,1.78247019926451,11.7370529600517,3.00594369365508e-19,0.0597707011650062,0.686369239163652,0.824944053614845,0.740133581388073,6.81641800138402,0.160409124166683,0.0253927694785941,2.43808364377292
"8",4,0.821660302764011,0.187660968483244,0.001,7.38454972061859,6.92277915379828,20.6200573765022,10.08525907587,2.191626447364,18.0224515034552,45.7244967514758,54.2632112338083,8.55845543588755,166.227114010157,0.037362351456586,0.0011744340076569,0.00384224045113863,0.0735062351367348,0.128890131485744,0.0107528879082327,0.0246885201097595,0.0208959597721017,0.341560283426843,0.136624113370737,0.0794586748032815,498.002033252709,3279.5629459566,1.20189222613404e-16,16.6091054091655,191.781819457592,229.083329613355,208.722243580831,1902.76955054476,44.5859265713184,7.03214308464366,682.911104125866,18.6065269924822,3.85163025398287,4.61795892916128e-19,1.22087280761694,24.7187839264642,2.46330736497714,5.15304330799948,39.7601959837633,15.2287817165479,0.960760314035602,54.2632113422871,1.78262459264586,11.7393688584112,4.30223673189143e-19,0.0594531704435862,0.686493156573093,0.820015883201701,0.747132299860715,6.81106414924531,0.159597680099436,0.0251719277526104,2.4445163825023
"9",4,0.810146562243942,0.147764542112791,0.001,7.30469173217972,6.76703104532894,20.477740980429,9.96172203586129,2.17631926491773,17.9041195035991,46.2558373109367,53.9187401392606,8.46595223775419,166.76784745858,0.0407849527623001,0.00118279055648844,0.00385941154155158,0.0737651053629418,0.129555058734074,0.0108277081985928,0.0248322678767178,0.02119537694054,0.343956057440783,0.137582422976313,0.0798167088732809,491.075401848977,3234.38353942329,4.04062189276841e-07,16.2680984366639,189.136018451172,224.189513065662,208.188931006502,1874.27031563499,43.6820819643464,6.85866210153796,675.531991556953,20.0284870671381,3.82559830649153,1.55944227679964e-09,1.20001799523522,24.5035279791706,2.42745862865959,5.16980330372098,39.7258658283484,15.0247166932617,0.943631350305404,53.918740304689,1.78281249901542,11.7421874094743,1.46691754201084e-09,0.0590601140250494,0.686644161852074,0.813903250980916,0.755814335146024,6.80439812840646,0.158584529821355,0.0248998595228064,2.45246834497912
"10",4,0.79602924481908,0.116350033159678,0.001,7.20839208529386,6.57465564593211,20.3028468942828,9.81107049352418,2.15725613653674,17.7587884500862,46.9117044450647,53.4905723671149,8.3527134235832,167.431999414587,0.0451170640248461,0.00119322701662838,0.00388081867973769,0.0740896161644521,0.130419844136437,0.0109243031037049,0.0250185802586776,0.0215758443035682,0.346972040598928,0.138788816239571,0.0802675051662487,482.579424180077,3178.94222181321,7.86887511122858e-10,15.8537539320727,185.888786459976,218.241667823352,207.461603681004,1839.37383558417,42.5800599263348,6.64900415876512,666.403840262713,21.7725667778059,3.79319974336818,3.05376775201789e-12,1.17459854359294,24.2435865568215,2.38413812916037,5.19039478228715,39.6860434926211,14.7740902814651,0.922807416366998,53.4905736910953,1.78303907403684,11.7455861389634,2.90739950545447e-12,0.058576601725362,0.686823666894979,0.806361402525937,0.76653111838341,6.79613604782239,0.157325212844456,0.0245668041870094,2.46223528550864
