"","convergence","mu","x_C","x_W","x_CO2","C","AA","NT","ADP","ATP","CI1","LIP","rRNA","mRNA","tRNA","DNA","TC","p","tau tC","tau tW","tau FERM","tau ATPS","tau ADPS","tau EAA","tau ENT","tau LIPS","tau Maint","tau rRNAp","tau mRNAp","tau tRNAp","tau DNAp","tau tRNAc","tau r","v tC","v tW","v FERM","v ATPS","v ADPS","v EAA","v ENT","v LIPS","v Maint","v rRNAp","v mRNAp","v tRNAp","v DNAp","v tRNAc","v r","p tC","p tW","p FERM","p ATPS","p ADPS","p EAA","p ENT","p LIPS","p Maint","p rRNAp","p mRNAp","p tRNAp","p DNAp","p tRNAc","p r","f tC","f tW","f FERM","f ATPS","f ADPS","f EAA","f ENT","f LIPS","f Maint","f rRNAp","f mRNAp","f tRNAp","f DNAp","f tRNAc","f r"
"1",4,0.715674630251882,0.1,0.001,0.001,12.8225438205318,6.17386560162809,12.4279992323759,3.01637846547097,22.0530533104806,8.61421848309425,6.51547632805998,50.5217873856779,8.95673924105495,2.54021555138323,14.3718296596974,16.0370320771726,175.948860850907,0.0135997023339176,1.25798641502618,0.000370890207943359,0.00275662642612457,0.11015449151823,0.115467983356836,0.0161582621094923,0.0241343764132173,0.0175417259391623,0.228628511827057,2.05765660644351,0.228628511827057,0.137177107096234,0.000324539824133668,0.00572185922293118,300.528585033303,3.8620343462925e-15,782.368365923617,2859.96053711353,17.941556316879,176.893047405312,278.033645738175,25.9053395111068,1946.63499428512,36.1571615069093,6.41011104460453,13.1744511750093,10.285553877747,12604.2949585367,12592.2135932713,4.08709929928635,4.85838674200047e-15,0.290172765925716,7.88384279428057,1.9763430131315,20.4254834537366,4.49254052309515,0.625209214873241,34.1473375733323,8.26655802721521,13.189807338967,3.01205516628061,1.41094252583178,4.09059566917238,72.0508734857786,1.23506907423564,1.58716322582531e-17,3.21526477524744,11.753453710674,0.0737336228704462,0.72696955690052,1.1426226141189,0.106462031504248,8,0.148593492310817,0.0263433507089851,0.0541424610723081,0.0422700872344041,51.799315210258,51.7496649561491
"2",4,0.714766331177858,0.0930232558139535,0.001,0.001,12.8095337748112,6.16815383058057,12.4154865720386,3.01391675277149,22.0510242633167,8.60702033649158,6.59048930252747,50.4883768358614,8.95507938204744,2.53882332236515,14.358186736605,16.0283623353807,175.975546451999,0.0137965748221294,1.24526681340166,0.000371055220726614,0.00275714384454315,0.110181522600764,0.11551406886718,0.0161682266710628,0.0241384455521908,0.0176045689348451,0.228762317732963,2.05886085959667,0.228762317732963,0.137257390639778,0.000324739984337966,0.00572455978255003,300.150106635342,4.2355285332866e-14,781.602162017807,2856.47770543179,17.9155759312589,176.656420174408,277.518806492548,26.1703325524138,1944.16442080377,36.0873918780939,6.40078923531253,13.1506040808721,10.2627484560898,12590.1990806527,12578.1395714514,4.14104340406461,5.27436311971759e-14,0.290017562747916,7.87571992260602,1.97396543437571,20.4063018858559,4.48698696885433,0.631711147399166,34.2261765667132,8.25543540697046,13.1783344271127,3.00836266912887,1.40863807387529,4.08854105226304,72.0043119300318,1.23508116257472,1.74286844794146e-16,3.21619778102788,11.7540581439129,0.0737204147532012,0.726919671130995,1.14195611656267,0.107687733701429,8,0.148495225987828,0.0263384687707278,0.0541131354535756,0.0422299609900148,51.8071370751557,51.7575136623527
"3",4,0.713797262952776,0.0865332612222823,0.001,0.001,12.7946092446236,6.16196867038386,12.4022532750496,3.01127850845373,22.0490492224148,8.5996319933305,6.66991547785215,50.45307583303,8.95332933689214,2.53737943207284,14.3437884769186,16.019207869258,176.004512658072,0.0140064016434892,1.23210525205749,0.000371239228830934,0.00275769930664942,0.110210169819484,0.1155648504984,0.0161792741460085,0.0241426148565347,0.017672106942999,0.228903981809677,2.0601358362871,0.228903981809677,0.137342389085806,0.000324953158449877,0.00572741102310368,299.746349260138,9.67492426492999e-15,780.784767411191,2852.76399286853,17.8879933429929,176.40462486682,276.972013683398,26.4498189567623,1941.52855523155,36.0132674371657,6.3908619749884,13.1252784177324,10.238556955198,12575.1902210372,12563.1539402669,4.19836775890708,1.19205250000787e-14,0.289857934936671,7.86706528516797,1.97143878406105,20.3861740999604,4.48120614015572,0.638567792098184,34.3109002609382,8.24358031434402,13.1660437794381,3.00442849217956,1.406187873018,4.08634778043403,71.954346362433,1.23509427024375,3.98651845273577e-17,3.21719612233289,11.7547135124296,0.073706846267258,0.726869040958428,1.14125342297782,0.108985547023728,8,0.148391399508912,0.0263333215790945,0.0540822472370674,0.0421876131674076,51.8156282055297,51.7660331347271
"4",4,0.7127637516068,0.0804960569509603,0.001,0.001,12.7792467832697,6.15542189121634,12.3880816117534,3.00849916405831,22.046918026703,8.59159082783175,6.75395943928852,50.4152895869895,8.95146053277384,2.53581389797347,14.3283548526333,16.0094099569203,176.035955380447,0.0142299368866246,1.21852242594775,0.000371431044533869,0.00275828553004565,0.110240916265066,0.115618352875693,0.016190869381511,0.0241471579371447,0.0177447127251193,0.229056145241355,2.0615053071722,0.229056145241355,0.137433687144813,0.000325181430265074,0.00573046737315529,299.315790655641,8.13069766650288e-14,779.910410579136,2848.80568590574,17.8585931549605,176.136432837698,276.388672101871,26.7443192674858,1938.7174043705,35.9341909443658,6.38027659170008,13.0982483070775,10.2127319591164,12559.216299678,12547.2047974654,4.2592448101999,9.90743744523479e-14,0.289682938444247,7.85781950134555,1.96874767260789,20.3646042460947,4.47497288853066,0.645799301273403,34.4019833957434,8.23094726008325,13.1529740550163,3.00023426663329,1.40357340896304,4.08402391933771,71.9013477161732,1.23510848968864,3.3550831691813e-16,3.21825309380714,11.755424197394,0.0736924035022391,0.726816326879326,1.14050112297461,0.110358814367459,8,0.148280263491145,0.0263278250963936,0.0540491286767215,0.0421422201548038,51.8248457309577,51.775280994249
"5",4,0.711661926825104,0.0748800529776375,0.001,0.001,12.762900568605,6.14844761259269,12.3729917562535,3.00547405370176,22.0447598639394,8.58301056840448,6.84281319396031,50.3750267071144,8.94947031504548,2.53415688447575,14.3118990183784,15.9989613109822,176.070088151801,0.0144680025396111,1.20452820881585,0.000371637744636629,0.00275892482304183,0.110273732219873,0.115675485247452,0.0162032387743609,0.0241519993607753,0.0178227529870713,0.229218719752937,2.06296847777643,0.229218719752937,0.137531231851762,0.00032542432796552,0.00573372611255683,298.856822234079,6.18150996063205e-15,778.976266091115,2844.58835549016,17.827297737248,175.851029293661,275.767568613739,27.0542756806558,1935.72044096428,35.8499885702511,6.36899728846934,13.0694635352284,10.1852336319455,12542.2229260206,12530.2378190377,4.32386126306275,7.44580312065743e-15,0.289496982655564,7.84800542529755,1.96588265688123,20.3416531448082,4.46832776047336,0.653414848945436,34.4998672713312,8.21748848323037,13.1390406411558,2.99576569940275,1.40078772809946,4.08154446689399,71.8449517795635,1.23512389871836,2.55471186017035e-17,3.21937506927629,11.7561949351452,0.073677158581297,0.726762090526092,1.13969998054622,0.111810673103927,8,0.148161843256219,0.0263219715148396,0.0540138472835173,0.0420938206422893,51.8348524326071,51.7853200446474
"6",4,0.710487755535588,0.0696558632350116,0.001,0.001,12.7454909462312,6.14101739520578,12.3569027914066,3.00231201043296,22.042494519341,8.57385619907233,6.93668032536065,50.332155565109,8.94735811134927,2.53238423867828,14.2943670756726,15.9878418898521,176.107140860469,0.0147214437676373,1.19013732249108,0.000371856628496077,0.00275959443099625,0.110308809224035,0.115736537363277,0.0162164495023103,0.02415717007849,0.0179066430288401,0.229392465950812,2.06453219355731,0.229392465950812,0.137635479570487,0.000325684057116777,0.00573719945946522,298.367777389146,9.86831741196874e-15,777.978591836228,2840.09695685487,17.7940283791623,175.547465895502,275.106651608159,27.3801468624076,1932.5266950568,35.7603802387223,6.35698838250568,13.0388237267006,10.1559727803965,12524.1537411115,12512.1967243744,4.39240445690923,1.17446528621725e-14,0.289296496202345,7.83751574562609,1.96283808180408,20.3172558456433,4.46125312355338,0.661426864529214,34.6050656720862,8.20316180629919,13.1242071697528,2.9910079277658,1.39782218413468,4.07891720235944,71.7849682838036,1.23514061938638,4.08514611972434e-17,3.22056546520663,11.757030685763,0.0736611956758064,0.726706508508407,1.13884750906408,0.113344449760795,8,0.148035751662085,0.0263157591510273,0.0539762736941332,0.0420422561049195,51.8457158626453,51.796217900138
"7",4,0.70923698636742,0.0647961518465225,0.001,0.001,12.7269746868228,6.1331072801584,12.339778636703,2.99891104520067,22.0401905059344,8.5640952063174,7.0357571304214,50.2865167031677,8.94511248655299,2.53050241021398,14.2756914000572,15.976000309788,176.147364113011,0.0149911656958589,1.17536811545186,0.000372091262473106,0.00276031621023716,0.110346243625085,0.115801718276031,0.0162305409674514,0.0241626804776972,0.0179968143338574,0.229578033620431,2.06620230258388,0.229578033620431,0.137746820172259,0.000325960750445843,0.0057409002505132,297.846890694336,3.40457825041747e-15,776.913364606472,2835.31569858426,17.7586569254749,175.224733381048,274.403652156055,27.722328799962,1929.12460291938,35.6650575614696,6.34420462268042,13.0062249508732,10.1248483468879,12504.9496946539,12493.0225680077,4.46507209039516,4.00163272210156e-15,0.289082674668651,7.82636788394205,1.95960108355276,20.2913252099848,4.45371971793714,0.669845772891144,34.7180973056165,8.18791378392167,13.1084101994456,2.98594354904645,1.39466566451015,4.0761227867569,71.7211963903423,1.23515874607,1.4118645297521e-17,3.22182761416553,11.7579370219778,0.0736444163268683,0.726649727512165,1.13794060473147,0.114963351804271,8,0.147901519715199,0.0263091543722147,0.0539362773402634,0.0419873276472272,51.8575095698014,51.8080482685327
"8",4,0.707905184210441,0.0602754900897883,0.001,0.001,12.7072850609882,6.12468922585807,12.3215529758756,2.99528907775696,22.03783279507,8.55369081006918,7.14024467872041,50.2379556677637,8.94272779715711,2.52850083216586,14.2558076147357,15.9633996307203,176.191025731389,0.0152781117104499,1.160240649986,0.000372341692183453,0.00276108669458045,0.11038620028817,0.115871303668354,0.0162455723991192,0.0241685544991872,0.0180937393353276,0.229776205677351,2.06798585109616,0.229776205677351,0.137865723406411,0.000326255755224972,0.00574484206663711,297.292325897141,5.41047846528549e-14,775.776383443965,2830.22809608985,17.7210767507462,174.881792947635,273.656286003696,28.0812012477622,1925.5021010524,35.5637092613443,6.33060336859034,12.9715587998296,10.0917601155781,12484.5493930355,12472.6540526606,4.542065365716,6.2774570512981e-14,0.288853891367485,7.81450513874145,1.9561623275299,20.2637813367016,4.4457030067471,0.678682042759185,34.8395331060677,8.17169417388415,13.0915981951465,2.9805555627455,1.39130780877813,4.07315609086827,71.6534276843363,1.23517840145551,2.24792420110198e-16,3.2231650457092,11.7589197936184,0.0736268290377273,0.726591958957831,1.13697631741508,0.116670664684974,8,0.147758693140482,0.0263021405798739,0.0538937196391107,0.0419288459256931,51.8703122108753,51.8208899209969
"9",4,0.706487707603526,0.056070223339338,0.001,0.001,12.6863581170189,6.11573470075774,12.3021637939132,2.99143336431433,22.0354285225913,8.54260498812599,7.2503420768977,50.1863076252046,8.94019649992498,2.52637277558335,14.2346466401827,15.949996922503,176.238415855434,0.0155832775966004,1.14477746562282,0.000372608910467991,0.00276190895289913,0.110428837743562,0.11594557195886,0.0162616019964024,0.0241748141996504,0.0181979236406721,0.22998778948101,2.06989010532909,0.22998778948101,0.137992673688606,0.000326570192425787,0.00574903922754564,296.702160566201,4.55141168970924e-15,774.563213379504,2824.81693255365,17.6811702829903,174.517562113111,272.862160298291,28.4570975180491,1921.64656468159,35.4560094272161,6.31613893075707,12.9347125279721,10.0566028733689,12462.8889954246,12451.0274409382,4.62359213161421,5.21035353915143e-15,0.288609155025923,7.801887176321,1.95251108429663,20.2345385560705,4.43717585064936,0.68794504516017,34.9699774484354,8.15444923198329,13.0737134766579,2.97482594188064,1.38773751872069,4.07000805741705,71.5814451812013,1.23519971266043,1.89479658678583e-17,3.22458136731442,11.7599853561905,0.0736084173144294,0.726533444060365,1.13595149207265,0.118469641779374,8,0.147606787132955,0.0262946955880147,0.0538484558636426,0.0418666077652432,51.8842089882004,51.8348281927747
"10",4,0.704979704602498,0.0521583472924074,0.001,0.001,12.6641159480195,6.1062101935224,12.2815529606521,2.98733412978454,22.0329844903013,8.53080293947631,7.36624712471655,50.1314037827022,8.93751004819623,2.5241024398477,14.2121388909631,15.9357544288828,176.289842629401,0.0159077118493342,1.12900311019072,0.000372893937753179,0.00276278547169785,0.110474309267018,0.116024830069963,0.0162786989262287,0.0241814803460908,0.0183099108597297,0.230213596057901,2.07192236452111,0.230213596057901,0.13812815763474,0.000326905830553512,0.00575350637150059,296.07438372898,1.23000220329071e-15,773.269195712742,2819.06420797872,17.6388168298483,174.130914649336,272.018817614831,28.850304011176,1917.54479651879,35.3416222300379,6.30076319365924,12.8955677744268,10.0192694771208,12439.9017849189,12428.0761181296,4.70986598232981,1.38867631305665e-15,0.288347395332558,7.78846963758704,1.94863610556494,20.2035097821165,4.42811243422054,0.697643059424995,35.1100742937976,8.13612194409687,13.054692174494,2.96873503055917,1.38394323372069,4.06667642500303,71.5050151311528,1.23522280894397,5.13157118633668e-18,3.22608033821822,11.7611404462481,0.0735891724120164,0.726474458236228,1.13486294811435,0.120363515109748,8,0.147445305243242,0.0262867942594007,0.0538003296625479,0.0418004085028326,51.8992904155478,51.8499537145296
