"","convergence","mu","x_C","x_P","x_N","x_Ace","x_H2O","C","P","N","W","H2O","ADP","ATP","AA","NT","Lip","DNA","tRNA","mRNA","rRNA","TC","P","tau tC","tau tP","tau tN","tau tAce","tau tH2O","tau Res","tau Fer","tau NTS","tau AAS","tau LipS","tau Deg","tau DNAp","tau tRNAp","tau mRNAp","tau rRNAp","tau tRNAc","tau r","v tC","v tP","v tN","v tAce","v tH2O","v Res","v Fer","v NTS","v AAS","v LipS","v Deg","v DNAp","v tRNAp","v mRNAp","v rRNAp","v tRNAc","v r","p tC","p tP","p tN","p tAce","p tH2O","p Res","p Fer","p NTS","p AAS","p LipS","p Deg","p DNAp","p tRNAp","p mRNAp","p rRNAp","p tRNAc","p r","f tC","f tP","f tN","f tAce","f tH2O","f Res","f Fer","f NTS","f AAS","f LipS","f Deg","f DNAp","f tRNAp","f mRNAp","f rRNAp","f tRNAc","f r"
"1",4,0.165300013912083,5,1,1,1,1000,17.1263486023365,8.70013196992146,4.99366223517771,0.809307318216149,770.000000423085,0.927736154601282,3.11681081812227,9.57285645065529,1.87739022084472,55,2.34026842924384,5.47312441528748,11.6263131911672,33.9708533625839,21.5558243074885,152.90936193906,0.0244897959183673,0.0444444444444444,0.0444444444444444,0.0510161751260769,0.00876851758970871,1.3804872941637,0.21319254665065,0.188656331539134,0.166021642414178,0.0332700058376424,0.0301715760440176,0.965824132217952,0.0978506801950623,0.0577264843589886,0.0777885822770254,0.44668214159649,2.4403773558616,66.2541238994605,2.73943979855654,3.35642892533244,17.8009897121752,127.281010712304,6.99359584848471e-06,119.56512102133,79.1471776789339,63.2744122096329,9.09150076516458,15.2039746839507,0.386846403912015,24.1534054639566,3.44222720064126,17.778562280601,35.5539863007839,31.594899569768,1.62254997304801,0.121752879935846,0.149174618903664,0.908138408573822,1.11606578126674,9.65457020934914e-06,25.4903926411305,14.9316161925837,10.504921837835,0.302474283529956,0.458727878348139,0.373625592359957,2.36342715367529,0.198707674657902,1.38296915473176,15.8813307431264,77.1034774707835,0.364373966470546,0.0150659383379975,0.0184591576904062,0.0978990717373214,0.7,3.84622738815669e-08,0.657565368522331,0.435281147322772,0.34798661873339,0.05,0.083616418656681,0.00212751675385803,0.132835084590786,0.018931017494002,0.0977757288913302,0.195534198473668,0.173760638567114
"2",4,0.165189576258729,3.75657400450789,1,1,1,1000,17.1231800068572,8.70020664582154,4.99362756821186,0.809296358984056,770,0.927816882577005,3.11733815228861,9.57031542273497,1.87717874283556,55.0000000000004,2.34022034302677,5.47218665158545,11.625084265027,33.9667761392903,21.5508024724535,152.925969695201,0.0260165608498223,0.0444444444444444,0.0444444444444444,0.0510166543523657,0.00876851758540764,1.38047600631256,0.213189270775211,0.188661257731429,0.166019840749698,0.0332715822088963,0.0301731368529761,0.965919320440768,0.0978590900448535,0.0577297057410258,0.0777943978929397,0.446736806462973,2.44050429791052,66.210022542048,2.7377287598212,3.35420668008384,17.7893979244585,127.195973719221,2.28348632246798e-14,119.487234980445,79.0951659158077,63.2327864524254,9.08542669423016,15.2048520763922,0.38658000681665,24.1396294458604,3.44082795135106,17.7748390184383,35.5327400866432,31.5772201661319,1.72255708033329,0.121676833769831,0.149075852448171,0.90755556504879,1.11532013235004,3.15229807890995e-14,25.4733964924274,14.9221934821523,10.4978971369913,0.30228652115998,0.45877808253024,0.373405097480326,2.36228217159185,0.198637985136993,1.38278289908334,15.8737828311859,77.0643415315117,0.364374865211868,0.015066594294134,0.0184592688542301,0.0979007289539633,0.7,1.25667533255106e-16,0.657576352777841,0.435285917644566,0.347990185714573,0.0500000000000004,0.0836771490658134,0.00212747303911525,0.13284807779689,0.0189359733293332,0.0978206066520056,0.195547998363187,0.173779511017274
"3",4,0.16504046796824,2.82236965026889,1,1,1,1000,17.1160530319206,8.69878540643103,4.99281543079192,0.809151233392687,770.000000000001,0.927996579021767,3.11817419494104,9.56660990807166,1.87710380062452,55.0000000000006,2.34004166417713,5.47124508668663,11.6232120648122,33.9605780095106,21.5436948196271,152.954538774955,0.028081194997831,0.0444444444444444,0.0444444444444444,0.0510230018140823,0.00876851758540765,1.38054204601759,0.21319285219233,0.188673737961124,0.166029586191381,0.0332751300646341,0.0301750995009221,0.966007127472644,0.0978675485954955,0.0577340789806132,0.0778008137880543,0.446794603985165,2.44066503354448,66.15117259455,2.73521300756211,3.35113449643777,17.7741656682114,127.081160335545,1.3478179337813e-14,119.384722442851,79.0265777108909,63.1779475315205,9.07722573825329,15.2067049138316,0.386201571320972,24.1218660919973,3.43897084985385,17.7702336182268,35.505256904713,31.5546108216061,1.85760397696274,0.121565022558316,0.14893931095279,0.906891287132948,1.11431338917624,1.86071932796164e-14,25.451969485781,14.910239814989,10.4894084850791,0.302045867066422,0.458863833856029,0.373073470537194,2.36074790197258,0.198545814657489,1.38253863670189,15.8635571981328,77.0142352793984,0.364379902527796,0.0150663489398274,0.0184590236767795,0.0979052751398898,0.700000000000001,7.4241732697102e-17,0.657605781134979,0.435301379461444,0.348002513946945,0.0500000000000005,0.0837629544109914,0.00212731060379739,0.132870255668222,0.0189428518636556,0.0978836162647118,0.195573283779244,0.173811975880631
"4",-1,0.164840333548861,2.12048809186242,1,1,1,1000,17.1160530319206,8.69878540643103,4.99281543079192,0.809151233392687,770.000000000001,0.927996579021767,3.11817419494104,9.56660990807166,1.87710380062452,55.0000000000006,2.34004166417713,5.47124508668663,11.6232120648122,33.9605780095106,21.5436948196271,152.954538774955,0.0308884581347476,0.0444444444444444,0.0444444444444444,0.0510230018140823,0.00876851758540765,1.38054204601759,0.21319285219233,0.188673737961124,0.166029586191381,0.0332751300646341,0.0301750995009221,0.966007127472644,0.0978675485954955,0.0577340789806132,0.0778008137880543,0.446794603985165,2.44066503354448,66.0709551383016,2.73189618306515,3.34707078185332,17.7526120312777,126.927056832623,1.34618351791392e-14,119.239951936544,78.930747043174,63.1013355223421,9.06621834518743,15.1882646785604,0.385733248441189,24.0926149893793,3.43480062152882,17.7486847494482,35.4622018645582,31.5163464868447,2.04082993171221,0.121417608136229,0.148758701415703,0.905791555876578,1.11296212990089,1.85846294813605e-14,25.4211054486282,14.8921590846996,10.476688624898,0.301679594630483,0.458307397921901,0.372621067297365,2.35788516826564,0.198305050366004,1.3808621171747,15.8443204385173,76.9208448555143,0.364379902527796,0.0150663489398274,0.0184590236767795,0.0979052751398898,0.700000000000001,7.4241732697102e-17,0.657605781134979,0.435301379461444,0.348002513946945,0.0500000000000005,0.0837629544109914,0.00212731060379739,0.132870255668222,0.0189428518636556,0.0978836162647118,0.195573283779244,0.173811975880631
"5",4,0.164561998432472,1.59315408855178,1,1,1,1000,17.0940222958323,8.6946322533723,4.99044331794032,0.808813665814159,770,0.928544557967598,3.12078434732844,9.55692411124224,1.87649964430309,55,2.33964833863817,5.46781740504121,11.6175620978489,33.9401097318104,21.5218192763358,153.042378961582,0.0347339113683424,0.0444444444444444,0.0444444444444444,0.0510377763029305,0.00876851758540764,1.38074481913644,0.213204001069593,0.188708751501613,0.166057739946153,0.0332861163826768,0.0301816545653295,0.966364884564462,0.0979002661155561,0.0577484058647605,0.0778243359901583,0.446949676330823,2.44119906244608,65.9620653258885,2.72719376222024,3.34132550948016,17.7251251140411,126.712738793003,2.08849784583555e-15,119.054834048313,78.8052026327104,63.0022046003981,9.05090991378595,15.2121253991292,0.385017206235511,24.0643623086907,3.43302177564827,17.7549526037875,35.4163925362679,31.4811996584719,2.29112053070222,0.121208611654233,0.148503355976896,0.904650970511885,1.11108287840161,2.88368258041505e-15,25.3829669657767,14.8712314006504,10.4620037075672,0.301269640759402,0.459127114000992,0.372067108059111,2.35590747392197,0.198251534842697,1.38176739692649,15.8293451808903,76.8518750909395,0.364394662825105,0.0150658540864842,0.0184585060579975,0.0979190229649892,0.7,1.15375021170769e-17,0.657695387438196,0.435344089065994,0.348043485133113,0.05,0.0840364424352448,0.00212695303512561,0.132938911876898,0.018965064332478,0.0980837991589326,0.195651005664763,0.173911794274525
"6",4,0.164181293340846,1.19696024684582,1,1,1,1000,17.0765947825201,8.69147813007548,4.98849348093072,0.808601978878143,770,0.928983420373475,3.12285312862365,9.54983549133016,1.87603653117185,55.0000000000003,2.33930843583333,5.46511689995716,11.6131029655529,33.9232830642716,21.5044442724483,153.111876780221,0.0400554213913024,0.0444444444444444,0.0444444444444444,0.0510470484923431,0.00876851758540764,1.38089205041014,0.213211096837814,0.188735463932464,0.166080991301975,0.0332948278463676,0.030186878580973,0.966652151466352,0.0979266633810233,0.0577601622668536,0.0778434128239384,0.447058420321909,2.44165116138981,65.8115390416784,2.72083878213634,3.33351689822881,17.6860663824683,126.419595872451,5.62134742778192e-15,118.792158007723,78.6287091253906,62.8624896676806,9.02997113374657,15.2177542072503,0.384070684518267,24.018668438622,3.42842968530992,17.74377185366,35.3455518592225,31.4226324445261,2.63610892872458,0.120926168094948,0.148156306587947,0.902821488264657,1.10851244954772,7.76247397561755e-15,25.3278063045575,14.8400258951914,10.4402645997185,0.300651334355761,0.459376498529358,0.371262753504738,2.35206805904935,0.198026654943999,1.38123575745824,15.8015265795901,76.7231070021022,0.364406142981618,0.0150656006638167,0.0184580706231213,0.0979298057574761,0.7,3.11260542504616e-17,0.657765989770314,0.435376303870684,0.348076913738699,0.0500000000000003,0.0842624742751339,0.00212664403257576,0.132994159576326,0.0189836137598342,0.098249327660354,0.195712429949694,0.173990769068433
"7",-1,0.163655905786623,0.899293949546068,1,1,1,1000,17.0765947825201,8.69147813007548,4.98849348093072,0.808601978878143,770,0.928983420373475,3.12285312862365,9.54983549133016,1.87603653117185,55.0000000000003,2.33930843583333,5.46511689995716,11.6131029655529,33.9232830642716,21.5044442724483,153.111876780221,0.0475242919235084,0.0444444444444444,0.0444444444444444,0.0510470484923431,0.00876851758540764,1.38089205041014,0.213211096837814,0.188735463932464,0.166080991301975,0.0332948278463676,0.030186878580973,0.966652151466352,0.0979266633810233,0.0577601622668536,0.0778434128239384,0.447058420321909,2.44165116138981,65.600939144253,2.71213197514211,3.32284949359042,17.6294701712226,126.0150474557,5.60335886211514e-15,118.412017736645,78.3770937047876,62.6613268614509,9.00107481826431,15.1690567064509,0.382841640980592,23.9418076147737,3.41745855546597,17.6869909823001,35.2324444968299,31.3220786014461,3.11763818234779,0.120539198895205,0.14768219971513,0.899932418724715,1.10496515964128,7.73763370829e-15,25.2467561804087,14.7925371420513,10.4068552814468,0.299689236506385,0.457906472985529,0.370074695924798,2.34454133502517,0.197392960703962,1.37681574064847,15.7509609808321,76.4775895943636,0.364406142981618,0.0150656006638167,0.0184580706231213,0.0979298057574761,0.7,3.11260542504616e-17,0.657765989770314,0.435376303870684,0.348076913738699,0.0500000000000003,0.0842624742751339,0.00212664403257576,0.132994159576326,0.0189836137598342,0.098249327660354,0.195712429949694,0.173990769068433
"8",-1,0.162909534741938,0.675652854655197,1,1,1,1000,17.0765947825201,8.69147813007548,4.98849348093072,0.808601978878143,770,0.928983420373475,3.12285312862365,9.54983549133016,1.87603653117185,55.0000000000003,2.33930843583333,5.46511689995716,11.6131029655529,33.9232830642716,21.5044442724483,153.111876780221,0.0582174774642219,0.0444444444444444,0.0444444444444444,0.0510470484923431,0.00876851758540764,1.38089205041014,0.213211096837814,0.188735463932464,0.166080991301975,0.0332948278463676,0.030186878580973,0.966652151466352,0.0979266633810233,0.0577601622668536,0.0778434128239384,0.447058420321909,2.44165116138981,65.3017587312633,2.69976299422522,3.30769526719117,17.5490690026506,125.440341751292,5.5778041179245e-15,117.871986498807,78.0196462113613,62.375552878739,8.96002441080661,15.0998765284032,0.381095648899498,23.8326183259717,3.40187285386876,17.6063274836421,35.0717629969505,31.1792307621633,3.80170366731138,0.11998946641001,0.14700867854183,0.895828176373782,1.09992584256575,7.70234536518689e-15,25.1316155278626,14.725074123548,10.3593936551097,0.298322470257058,0.455818139350591,0.368386928923165,2.33384879229584,0.196492728050664,1.3705366186226,15.6791269633211,76.1288050016769,0.364406142981618,0.0150656006638167,0.0184580706231213,0.0979298057574761,0.7,3.11260542504616e-17,0.657765989770314,0.435376303870684,0.348076913738699,0.0500000000000003,0.0842624742751339,0.00212664403257576,0.132994159576326,0.0189836137598342,0.098249327660354,0.195712429949694,0.173990769068433
"9",-1,0.161822293481835,0.507627989973852,1,1,1,1000,17.0765947825201,8.69147813007548,4.98849348093072,0.808601978878143,770,0.928983420373475,3.12285312862365,9.54983549133016,1.87603653117185,55.0000000000003,2.33930843583333,5.46511689995716,11.6131029655529,33.9232830642716,21.5044442724483,153.111876780221,0.0739707786048039,0.0444444444444444,0.0444444444444444,0.0510470484923431,0.00876851758540764,1.38089205041014,0.213211096837814,0.188735463932464,0.166080991301975,0.0332948278463676,0.030186878580973,0.966652151466352,0.0979266633810233,0.0577601622668536,0.0778434128239384,0.447058420321909,2.44165116138981,64.8659415977706,2.6817450573103,3.2856200536315,17.431948344696,124.603165981013,5.54057843443469e-15,117.08532114288,77.4989512219984,61.9592649382027,8.90022614150099,14.9991015258219,0.378552256247955,23.6735619145633,3.37916910890867,17.4888246885515,34.8376977050987,30.9711438248544,4.79818420492083,0.119188669213791,0.146027557939178,0.889849512467716,1.09258505210198,7.65094071478473e-15,24.9638897444811,14.6268005131633,10.2902561412784,0.296331497175016,0.452776056583674,0.365928352944527,2.31827292863725,0.195181356057704,1.3613898000364,15.5744861036937,75.6207292895265,0.364406142981618,0.0150656006638167,0.0184580706231213,0.0979298057574761,0.7,3.11260542504616e-17,0.657765989770314,0.435376303870684,0.348076913738699,0.0500000000000003,0.0842624742751339,0.00212664403257576,0.132994159576326,0.0189836137598342,0.098249327660354,0.195712429949694,0.173990769068433
"10",4,0.160146216433851,0.381388422219273,1,1,1,1000,16.8879931777429,8.65544664421557,4.96797521512101,0.805678707273821,770,0.933701972807641,3.14534061792513,9.46667288860272,1.87111160072832,55.0000000000003,2.33567424264599,5.43516020366255,11.5640007937302,33.7461682256171,21.317686542174,153.867378376922,0.0981837426944895,0.0444444444444444,0.0444444444444444,0.0511756607833477,0.00876851758540764,1.38273037713408,0.213318581170885,0.189044376237304,0.166330278425717,0.0333902890676537,0.0302443527457283,0.969723535168272,0.0982089286305114,0.0578859236655554,0.0780474261480334,0.448442111830396,2.44643034203737,64.2164852764182,2.65317697051875,3.25078923933543,17.2722017912123,123.312586654065,9.28369772218621e-15,116.008187918957,76.7605747732019,61.3796701324165,8.80804190386184,15.2623809290194,0.374049392781756,23.53290928386,3.37816906685587,17.6142259036883,34.5948723694103,30.8015980995747,6.30501486712431,0.1179189764675,0.144479521748241,0.883916339848612,1.08126858457827,1.28368508525973e-14,24.7467020510773,14.5111549776169,10.2092976228035,0.294103065289954,0.461600832556938,0.36272449949587,2.31114180832691,0.195548436733359,1.37474499537289,15.5137976238414,75.3539641740401,0.364533263904337,0.0150611055185574,0.0184535295972545,0.0980479088299948,0.7,5.27001223627005e-17,0.658535626789504,0.435741425909582,0.348429712314976,0.0500000000000002,0.0866388982682276,0.00212334022058727,0.133587632419995,0.0191766178211229,0.0999894533651431,0.196382310319405,0.174849293610139
